Rk,Player,Nation,Pos,Squad,Comp,Born,MP,Starts,Min,90s,Gls,Ast,G+A,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Ast,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Cmp_P,Att_P,SCA,SCA90,GCA,Err,Tkl,TklW,Blocks,Int,Tkl+Int,Clr
1291,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0,0,4,4,7,0,38,1,8,12,22,22,30,2,2.25,0,0,1,1,0,0,1,1
1292,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,2004,22,17,1365,15.2,2,1,3,0,2,0,0.6,0.6,2.3,2.8,44,87,58,0.07,831,8,109,432,296,533,707,41,2.71,2,1,34,19,15,4,38,4
1293,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,1991,23,10,972,10.8,1,1,2,0,3,0,2.1,2.1,2.1,4.2,22,30,45,0.09,440,14,61,194,193,207,310,32,2.97,2,0,22,16,11,5,27,7
1294,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,1994,22,21,1823,20.3,0,0,0,0,6,0,0.6,0.6,0.4,0.9,9,62,21,0,909,52,241,515,157,516,704,25,1.23,1,0,49,30,22,31,80,37
1295,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,2004,4,4,323,3.6,0,0,0,0,1,0,0,0,0.1,0.1,1,16,2,0,287,29,141,130,18,235,256,4,1.11,0,1,4,3,3,1,5,16
1296,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,2004,13,11,975,10.8,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0,683,90,335,322,34,483,548,11,1.02,0,0,15,11,17,26,41,57
1297,Kialonda,ao ANG,DF,Lecce,it Serie A,1997,15,15,1350,15,0,1,1,0,3,0,1,1,0.3,1.3,3,19,2,0.07,834,150,545,260,35,558,652,9,0.6,1,1,24,7,30,17,41,73
1298,Kiké,es ESP,FW,Alavés,es La Liga,1989,25,19,1687,18.7,11,0,11,2,5,1,7,5.4,0.9,6.3,12,36,91,0,576,12,39,275,271,262,391,28,1.49,4,0,9,8,4,0,9,13
1299,Max Kilman,eng ENG,DF,West Ham,eng Premier League,1997,27,27,2358,26.2,0,1,1,0,3,0,1.4,1.4,0.9,2.3,21,91,3,0.04,1651,334,918,675,70,1172,1358,18,0.69,3,4,22,11,45,29,51,142
1300,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,1995,23,23,2022,22.5,1,6,7,0,3,0,1.3,1.3,5.6,6.9,38,244,51,0.27,2762,47,374,1683,719,2355,2614,110,4.9,15,2,38,23,18,16,54,19
1301,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,2007,5,1,80,0.9,0,0,0,0,0,0,0.2,0.2,0.4,0.6,1,4,9,0,54,2,8,19,28,32,37,4,4.5,0,0,5,3,2,1,6,1
1302,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,1992,19,15,1176,13.1,4,2,6,0,2,0,4.5,4.5,1.6,6.1,25,23,75,0.15,398,19,51,174,183,178,248,21,1.61,4,0,6,6,8,3,9,16
1303,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,2003,4,4,360,4,0,0,0,0,0,0,0,0,0.1,0.1,1,1,0,0,156,134,154,2,0,116,145,1,0.25,0,1,3,1,0,0,3,5
1304,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,1996,20,18,1516,16.8,0,1,1,0,3,1,0.6,0.6,0.6,1.2,9,57,1,0.06,1115,158,602,480,43,820,919,20,1.19,2,2,31,21,24,22,53,106
1305,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,2000,8,2,327,3.6,0,0,0,0,0,0,0,0,0.1,0.1,1,8,0,0,202,31,91,103,8,147,175,1,0.28,0,1,4,2,5,1,5,16
1306,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,1995,23,23,2023,22.5,14,5,19,1,3,0,12.1,10.4,5,15.3,33,47,109,0.22,867,52,105,449,320,355,576,53,2.36,11,0,21,12,36,9,30,46
1307,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,1996,20,14,1263,14,0,0,0,0,2,0,0.2,0.2,0,0.3,14,66,22,0,1055,117,453,513,93,760,870,12,0.86,2,1,21,11,23,22,43,96
1308,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,1999,26,22,1768,19.6,12,5,17,6,6,0,9.5,4.8,3.8,8.5,59,78,120,0.25,788,20,82,271,455,398,550,78,3.97,10,1,20,9,18,12,32,21
1309,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,2002,22,13,1158,12.9,1,4,5,0,2,0,1.4,1.4,3.9,5.4,39,45,104,0.31,585,18,126,233,237,277,419,42,3.27,7,0,35,19,20,11,46,18
1310,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,2001,21,17,1334,14.8,0,1,1,0,7,0,0.5,0.5,0.7,1.3,12,37,16,0.07,697,49,248,384,70,468,550,22,1.48,4,0,39,24,14,10,49,36
1311,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,1997,22,22,1980,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,907,667,898,9,0,708,869,3,0.14,0,3,0,0,0,0,0,10
1312,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,1996,21,21,1776,19.7,1,0,1,0,3,0,0.9,0.9,0.1,1,8,59,2,0,1482,276,780,664,42,1148,1258,13,0.66,3,3,15,7,32,18,33,115
1313,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,1996,5,5,450,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,151,125,149,2,0,98,135,0,0,0,0,1,1,0,0,1,5
1314,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,1999,14,7,695,7.7,1,1,2,0,1,0,0.3,0.3,0.5,0.7,7,24,18,0.13,370,14,82,205,90,247,309,20,2.59,3,0,13,4,7,6,19,12
1315,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,1999,22,14,1295,14.4,2,2,4,0,2,0,0.7,0.7,1.6,2.4,34,36,117,0.14,872,32,224,347,310,559,705,36,2.5,3,0,19,10,20,9,28,24
1316,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,1998,10,10,900,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,315,268,315,0,0,224,295,2,0.2,1,0,0,0,0,0,0,6
1317,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,1994,22,22,1908,21.2,0,0,0,0,10,0,0.4,0.4,0.6,1,23,91,28,0,1414,175,670,629,122,929,1143,26,1.23,1,0,50,37,35,36,86,103
1318,Koka,eg EGY,FW,Le Havre,fr Ligue 1,1993,7,5,439,4.9,2,0,2,1,1,0,3.3,2.5,0.3,2.8,0,7,9,0,111,4,19,68,29,65,78,4,0.82,0,1,3,1,1,1,4,4
1319,Koke,es ESP,MF,Atlético Madrid,es La Liga,1992,23,14,1428,15.9,1,1,2,0,4,0,1,1,1.1,2.1,14,89,11,0.06,1255,37,315,721,232,965,1109,37,2.33,4,1,37,21,17,17,54,23
1320,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,1993,18,18,1506,16.7,0,1,1,0,5,0,0.8,0.8,1.4,2.1,41,117,38,0.06,1205,53,391,633,192,944,1069,26,1.55,3,1,30,19,10,18,48,41
1321,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,1998,6,5,461,5.1,5,1,6,1,0,0,2.4,1.6,0.6,2.2,9,7,48,0.2,147,3,12,48,87,49,80,14,2.73,3,0,5,2,3,0,5,2
1322,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,1998,10,2,358,4,2,1,3,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.25,132,5,9,41,83,57,78,13,3.27,3,0,4,4,1,0,4,5
1323,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,1996,14,12,894,9.9,0,0,0,0,2,0,0.1,0.1,0.5,0.6,9,30,5,0,556,79,299,225,33,350,450,15,1.51,1,0,17,10,18,4,21,44
1324,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,2005,12,1,333,3.7,1,1,2,0,1,0,0.4,0.4,0.3,0.7,9,4,27,0.27,170,5,27,76,71,86,113,14,3.77,1,1,2,1,5,3,5,4
1325,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,1999,22,21,1804,20,1,2,3,0,5,0,1.1,1.1,0.9,2,17,82,2,0.1,1537,183,676,769,96,1201,1334,23,1.15,5,1,30,20,23,10,40,95
1326,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,2006,6,0,29,0.3,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,2,0,23,2,7,8,8,5,13,0,0,0,0,3,1,0,0,3,1
1327,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,1993,17,14,1314,14.6,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,61,2,0,1301,94,434,767,104,1078,1162,16,1.1,0,3,39,24,13,13,52,42
1328,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,2005,3,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,79,10,36,36,7,42,60,0,0,0,0,5,3,2,1,6,4
1329,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,2005,14,8,643,7.1,0,0,0,0,1,1,0.1,0.1,0,0.2,15,45,8,0,429,30,117,265,56,303,339,12,1.68,1,0,30,20,10,9,39,12
1330,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,2002,8,3,360,4,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0,221,6,43,115,65,156,180,6,1.5,0,1,8,4,4,4,12,2
1331,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,2002,4,1,133,1.5,0,0,0,0,0,0,0,0,0.3,0.4,3,6,4,0,72,4,11,44,17,50,58,4,2.71,0,0,2,1,4,3,5,3
1332,Manu Koné,fr FRA,MF,Roma,it Serie A,2001,23,20,1638,18.2,2,1,3,0,5,0,1.6,1.6,1.1,2.7,43,82,27,0.05,988,16,150,610,245,727,811,45,2.47,5,0,26,17,14,13,39,12
1333,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,1997,24,24,2081,23.1,1,0,1,0,0,0,0.7,0.7,0.2,0.8,16,58,11,0,1422,163,662,675,91,1151,1246,18,0.78,3,2,28,16,16,19,47,75
1334,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,1998,23,20,1706,19,2,3,5,0,3,0,3.5,3.5,2.7,6.3,30,79,96,0.16,1008,38,167,465,382,662,818,54,2.85,3,2,26,16,32,8,34,24
1335,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,2001,12,7,720,8,0,0,0,0,1,0,0.5,0.5,0,0.6,11,29,9,0,531,31,187,288,57,407,465,5,0.62,0,0,11,7,10,7,18,14
1336,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,1997,18,5,622,6.9,0,1,1,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.14,286,10,28,127,132,137,197,22,3.19,0,0,13,8,3,2,15,10
1337,Christian Kouamé,ci CIV,FW,Empoli,it Serie A,1997,4,2,213,2.4,0,0,0,0,0,0,0.9,0.9,0.5,1.4,3,6,14,0,97,3,3,46,49,41,69,10,4.23,0,0,5,4,2,0,5,1
1338,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,1999,15,4,602,6.7,0,0,0,0,1,0,0.1,0.1,0.5,0.6,12,15,35,0,362,28,122,140,102,206,268,12,1.79,2,0,17,10,8,11,28,33
1339,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,2003,22,20,1813,20.1,0,2,2,0,3,0,0.6,0.6,0.9,1.5,16,75,5,0.1,1411,213,689,655,72,967,1160,27,1.34,3,1,34,17,28,23,57,107
1340,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,1,8,9,0,0,0,0,0,0,0,0,0,0
1341,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,1998,26,23,2070,23,2,3,5,0,2,0,1.7,1.7,3.5,5.2,33,125,156,0.13,1880,65,473,905,514,1399,1627,41,1.78,5,2,50,34,30,16,66,54
1342,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,1997,8,5,486,5.4,0,0,0,0,5,1,0.5,0.5,0,0.5,2,5,0,0,271,43,134,125,14,148,175,2,0.37,0,0,14,8,12,9,23,49
1343,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,1994,23,19,1652,18.4,4,1,5,0,5,0,1.4,1.4,3.4,4.8,44,118,14,0.05,1573,39,227,884,480,1293,1389,53,2.89,5,0,53,32,17,18,71,18
1344,Viktor Kovalenko,ua UKR,"DF,MF",Empoli,it Serie A,1996,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,2,7,2,8,10,0,0,0,0,1,0,0,0,1,0
1345,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,76,91,0,0,66,85,0,0,0,0,0,0,0,0,0,0
1346,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,2005,1,1,56,0.6,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,2,0,18,1,2,10,6,8,12,0,0,0,0,0,0,1,0,0,1
1347,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,2000,7,6,391,4.3,1,0,1,0,0,0,1.1,1.1,0.5,1.6,9,10,33,0,163,5,10,78,77,69,101,9,2.07,0,0,1,1,0,0,1,4
1348,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,4,2,5,5,7,0,0,0,0,2,1,0,0,2,1
1349,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,1994,4,2,242,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,102,23,65,31,6,61,76,3,1.12,0,0,2,1,5,2,4,10
1350,Alex Král,cz CZE,MF,Espanyol,es La Liga,1998,25,24,2193,24.4,0,1,1,0,1,0,0.9,0.9,1.5,2.4,40,68,63,0.04,944,56,215,538,207,493,689,37,1.52,1,0,46,30,26,22,68,35
1351,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,1991,22,22,1885,20.9,7,5,12,2,3,0,7.5,5.9,3.2,9.1,55,103,139,0.24,1065,8,110,492,470,695,901,66,3.15,9,0,8,4,11,3,11,9
1352,Frans Krätzig,de GER,"MF,FW",Heidenheim,de Bundesliga,2003,8,7,537,6,1,1,2,0,0,0,0.5,0.5,0.7,1.1,13,11,27,0.17,282,6,55,131,101,168,224,17,2.85,1,0,12,6,6,4,16,5
1353,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,48,4,12,22,14,36,41,0,0,0,0,2,1,2,0,2,1
1354,Tom Krauß,de GER,MF,Bochum,de Bundesliga,2001,5,4,366,4.1,0,0,0,0,0,0,0.2,0.2,0.5,0.6,9,32,5,0,242,5,55,131,60,149,195,18,4.43,0,0,11,4,7,2,13,8
1355,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,1999,17,16,1450,16.1,2,0,2,0,7,0,1.3,1.3,0.1,1.4,21,82,5,0,1495,150,710,727,68,1226,1355,16,0.99,4,1,16,11,17,24,40,53
1356,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,1997,21,20,1795,19.9,1,2,3,0,2,0,0.6,0.6,2.2,2.8,41,132,107,0.1,1414,99,448,625,354,943,1190,44,2.2,5,0,42,22,37,17,59,65
1357,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,2002,15,11,1082,12,0,0,0,0,3,0,0,0,0.3,0.3,12,46,9,0,713,67,311,365,41,492,603,9,0.75,0,0,19,14,13,12,31,46
1358,Nikola Krstović,me MNE,FW,Lecce,it Serie A,2000,27,27,2237,24.9,7,3,10,1,2,0,9,7.4,2.1,9.5,30,45,105,0.12,776,27,54,363,370,322,474,63,2.54,4,0,13,6,9,7,20,19
1359,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,1992,19,19,1491,16.6,4,0,4,0,5,0,1.8,1.8,0.5,2.3,16,60,38,0,978,56,299,513,173,616,797,18,1.09,3,3,34,17,27,45,79,40
1360,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,2001,24,17,1546,17.2,5,0,5,0,5,0,2.9,2.9,2.7,5.6,97,71,150,0,879,6,88,333,473,436,617,78,4.54,7,1,21,13,27,9,30,9
1361,Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,2000,22,22,1815,20.2,3,1,4,0,0,1,5.7,5.7,2,7.7,71,60,157,0.05,902,9,123,363,443,508,601,78,3.87,3,2,30,19,21,4,34,5
1362,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,2000,27,24,2154,23.9,7,4,11,0,3,0,4.1,4.1,6.1,10.2,115,118,199,0.17,1172,20,133,390,673,611,831,122,5.1,9,1,39,22,25,11,50,9
1363,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,2005,10,9,749,8.3,0,0,0,0,1,0,0.3,0.3,0.2,0.5,18,28,59,0,493,24,129,219,146,342,397,11,1.32,2,0,22,12,8,8,30,29
1364,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,2000,23,22,1912,21.2,2,0,2,0,6,0,1.1,1.1,0,1.1,9,47,2,0,1141,203,710,406,29,720,861,11,0.52,1,2,35,18,33,21,56,145
1365,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,1993,12,6,567,6.3,1,0,1,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0,317,16,102,156,60,211,260,4,0.63,0,0,13,8,7,9,22,8
1366,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,2001,17,15,1178,13.1,5,3,8,1,1,0,4.1,3.4,3.7,7,74,57,89,0.23,659,2,55,275,342,352,461,57,4.35,6,0,15,9,13,4,19,7
1367,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,2001,6,5,390,4.3,1,2,3,0,0,0,1.6,1.6,2.2,3.8,14,16,52,0.46,254,1,11,89,158,162,203,27,6.23,4,0,3,1,2,1,4,0
1368,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,1998,7,0,172,1.9,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,12,16,0,104,1,12,48,45,62,78,9,4.68,0,0,4,3,0,0,4,1
1369,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,1996,24,23,2030,22.6,2,3,5,0,4,0,0.6,0.6,2.4,3,48,72,105,0.13,1232,67,353,476,417,745,1018,53,2.35,5,0,35,22,25,18,53,56
1370,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,4,5,0,0,0,0,0,0,0,0,0,0
1371,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,2003,14,6,637,7.1,2,1,3,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.14,275,3,37,92,151,127,174,20,2.83,5,0,16,10,5,1,17,7
1372,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,1994,18,12,1108,12.3,9,3,12,4,0,0,8.1,4.9,2.5,7.4,22,27,85,0.24,452,21,52,222,187,208,307,38,3.09,5,0,16,10,15,5,21,11
1373,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,1999,15,15,1350,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,451,537,9,0,354,504,1,0.07,0,1,0,0,0,0,0,12
1374,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,1991,21,16,1386,15.4,9,2,11,2,3,0,9.8,7.6,3.1,10.7,15,54,116,0.13,525,8,25,191,313,272,387,45,2.92,4,0,10,5,7,5,15,5
1375,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,2005,2,0,9,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,1,0,8,0,0,0,8,1,2,2,20,0,0,1,1,0,1,2,0
1376,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,2000,24,24,2155,23.9,1,1,2,0,4,0,2.5,2.5,0.4,2.9,8,50,5,0.04,1373,250,835,485,60,864,1054,22,0.92,4,1,55,33,30,44,99,142
1377,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,1999,12,12,1080,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408,334,401,7,0,256,367,2,0.17,0,1,1,1,2,0,1,8
1378,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,2004,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,152,16,87,64,2,129,143,0,0,0,0,2,1,1,2,4,2
1379,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,1997,20,11,1026,11.4,1,1,2,0,7,0,1.2,1.2,2.2,3.4,46,71,62,0.09,811,22,141,394,278,613,701,31,2.72,3,1,26,13,14,6,32,14
1380,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,1992,15,3,457,5.1,0,0,0,0,2,0,0,0,0.5,0.6,13,16,19,0,347,24,112,156,80,233,290,7,1.38,1,0,13,7,7,6,19,18
1381,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,1991,21,20,1876,20.8,3,1,4,3,3,0,2.9,0.6,1.9,2.5,38,90,56,0.05,1402,77,452,641,316,927,1215,49,2.35,3,0,52,33,20,20,72,56
1382,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,1988,13,5,341,3.8,0,2,2,0,4,0,0.2,0.2,0.9,1.1,5,23,10,0.53,302,18,88,146,69,213,247,9,2.38,2,0,7,5,4,4,11,5
1383,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,2006,6,0,57,0.6,1,0,1,0,1,0,0.1,0.1,0.1,0.2,1,0,8,0,24,2,8,7,9,9,14,2,3.1,1,0,3,1,2,0,3,1
1384,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,1998,12,4,309,3.4,2,1,3,0,1,0,2.2,2.2,0.5,2.7,4,4,20,0.29,98,4,8,46,44,41,58,12,3.51,2,0,1,1,0,0,1,4
1385,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,2000,13,9,765,8.5,2,2,4,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,489,25,147,208,137,314,381,15,1.76,3,1,14,10,12,6,20,21
1386,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1387,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,1990,12,1,310,3.4,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0,96,1,6,32,58,38,63,13,3.77,0,0,2,0,0,0,2,1
1388,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,1995,22,16,1238,13.8,5,2,7,1,4,0,5.4,4.6,1.3,5.9,13,10,70,0.15,383,14,41,169,177,146,218,15,1.09,3,0,7,3,11,1,8,8
1389,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,1997,24,24,2160,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,967,812,960,8,0,563,870,2,0.08,1,0,1,0,1,0,1,19
1390,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,2004,23,19,1651,18.3,3,0,3,0,1,0,2.7,2.7,1.1,3.8,12,84,21,0,1011,61,289,557,172,757,856,43,2.34,1,1,28,17,32,21,49,24
1391,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,2001,18,5,662,7.4,1,0,1,0,4,1,1.7,1.7,0.3,2,1,9,24,0,194,11,15,92,90,74,131,12,1.63,0,1,1,0,2,0,1,6
1392,Toni Lato,es ESP,DF,Mallorca,es La Liga,1997,7,4,358,4,0,0,0,0,0,1,0,0,0.4,0.4,9,16,21,0,245,12,67,94,84,145,199,12,3.02,1,0,9,6,4,3,12,19
1393,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,2004,10,8,532,5.9,0,1,1,0,4,0,0.2,0.2,0.7,0.9,3,17,6,0.17,336,12,86,201,53,261,285,11,1.86,2,0,17,10,6,11,28,5
1394,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,1996,26,21,1840,20.4,0,6,6,0,3,0,0.8,0.8,2.9,3.7,31,59,103,0.29,1141,48,210,505,435,731,969,39,1.91,8,1,25,11,26,9,34,37
1395,Darko Lazović,rs SRB,"DF,FW",Hellas Verona,it Serie A,1990,23,17,1370,15.2,1,3,4,1,0,0,2,1.2,3.4,4.6,21,34,83,0.2,609,47,137,225,253,286,465,23,1.51,4,0,19,9,19,11,30,39
1396,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,1993,20,12,1066,11.8,0,1,1,0,1,0,0.1,0.1,0.9,1,52,54,76,0.08,688,17,123,318,255,467,596,27,2.28,2,0,19,13,7,6,25,14
1397,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,1997,11,11,973,10.8,0,1,1,0,2,0,0.4,0.4,0.3,0.6,5,23,1,0.09,682,87,368,298,22,475,557,11,1.02,2,0,17,11,11,26,43,50
1398,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,1998,2,1,102,1.1,0,0,0,0,0,0,0.2,0.2,0,0.2,1,1,7,0,23,0,0,9,14,11,14,0,0,0,0,1,0,1,0,1,0
1399,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,2000,6,4,318,3.5,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0,297,6,46,189,66,226,263,9,2.55,0,0,7,4,9,5,12,2
1400,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,1996,16,14,1283,14.3,0,0,0,0,6,0,0.9,0.9,0.5,1.3,6,38,4,0,898,101,450,422,27,699,774,6,0.42,0,1,19,12,10,6,25,60
1401,Nicola Leali,it ITA,GK,Genoa,it Serie A,1993,20,20,1800,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,699,620,689,10,0,478,654,2,0.1,1,1,0,0,0,0,0,11
1402,Rafael Leão,pt POR,FW,Milan,it Serie A,1999,25,20,1745,19.4,6,6,12,0,3,0,6.2,6.2,5.2,11.4,94,72,200,0.31,866,2,40,344,503,487,653,91,4.69,12,0,11,8,11,6,17,1
1403,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,1991,21,21,1890,21,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,826,632,815,12,0,506,758,7,0.33,0,1,0,0,0,0,0,14
1404,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,1993,11,8,727,8.1,1,1,2,0,2,0,0.9,0.9,1,1.8,14,58,18,0.12,547,24,138,325,92,399,465,26,3.22,3,0,22,16,5,7,29,9
1405,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,1993,24,24,2160,24,0,1,1,0,1,0,0.3,0.3,1.1,1.3,3,68,11,0.04,1530,220,915,549,73,1036,1251,21,0.87,1,1,41,25,41,23,64,141
